+I[2019-10-01T02:55, 2019-10-01T03:00, apple, 11, 5672.95, 515.72, 6]
+I[2019-10-01T03:00, 2019-10-01T03:05, apple, 12, 8810.11, 734.18, 11]
+I[2019-10-01T03:05, 2019-10-01T03:10, lucente, 3, 1391.02, 463.67, 3]
+I[2019-10-01T03:05, 2019-10-01T03:10, apple, 13, 8953.31, 688.72, 10]
+I[2019-10-01T03:05, 2019-10-01T03:10, huawei, 1, 963.27, 963.27, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, luminarc, 1, 48.88, 48.88, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, artel, 1, 256.88, 256.88, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, indesit, 1, 179.67, 179.67, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, UNKNOWN, 5, 432.82, 86.56, 5]
+I[2019-10-01T03:05, 2019-10-01T03:10, lg, 1, 391.90, 391.90, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, lenovo, 2, 663.57, 331.79, 2]
+I[2019-10-01T03:05, 2019-10-01T03:10, karya, 1, 46.33, 46.33, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, navien, 1, 571.96, 571.96, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, nokian, 2, 145.95, 72.98, 2]
+I[2019-10-01T03:05, 2019-10-01T03:10, oppo, 2, 358.72, 179.36, 2]
+I[2019-10-01T03:05, 2019-10-01T03:10, kx, 1, 38.59, 38.59, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, xiaomi, 5, 1243.31, 248.66, 3]
+I[2019-10-01T03:05, 2019-10-01T03:10, cordiant, 1, 39.90, 39.90, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, yokohama, 2, 148.78, 74.39, 2]
+I[2019-10-01T03:05, 2019-10-01T03:10, scarlett, 1, 21.42, 21.42, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, ibox, 1, 63.06, 63.06, 1]
+I[2019-10-01T03:05, 2019-10-01T03:10, samsung, 18, 3611.89, 200.66, 17]
+I[2019-10-01T03:10, 2019-10-01T03:15, karya, 1, 100.39, 100.39, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, xiaomi, 7, 1685.28, 240.75, 7]
+I[2019-10-01T03:10, 2019-10-01T03:15, vega, 1, 27.03, 27.03, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, huawei, 2, 788.68, 394.34, 2]
+I[2019-10-01T03:10, 2019-10-01T03:15, bosch, 2, 985.55, 492.78, 2]
+I[2019-10-01T03:10, 2019-10-01T03:15, janome, 1, 169.86, 169.86, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, elenberg, 2, 38.55, 19.28, 2]
+I[2019-10-01T03:10, 2019-10-01T03:15, philips, 2, 158.53, 79.27, 2]
+I[2019-10-01T03:10, 2019-10-01T03:15, aqua, 1, 33.20, 33.20, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, dauscher, 1, 41.16, 41.16, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, viatti, 1, 40.16, 40.16, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, cordiant, 1, 38.35, 38.35, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, midea, 2, 227.77, 113.89, 2]
+I[2019-10-01T03:10, 2019-10-01T03:15, vivo, 1, 308.86, 308.86, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, epson, 1, 116.73, 116.73, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, UNKNOWN, 5, 1581.60, 316.32, 5]
+I[2019-10-01T03:10, 2019-10-01T03:15, samsung, 15, 2661.10, 177.41, 15]
+I[2019-10-01T03:10, 2019-10-01T03:15, artel, 3, 770.64, 256.88, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, omron, 1, 62.52, 62.52, 1]
+I[2019-10-01T03:10, 2019-10-01T03:15, apple, 10, 5414.73, 541.47, 8]
2026-09-13 20:51:47,612 INFO  org.apache.flink.connector.base.source.reader.fetcher.SplitFetcher [] - Finished reading from splits [0000000001]
2026-09-13 20:51:47,623 INFO  org.apache.flink.connector.base.source.reader.SourceReaderBase [] - Finished reading split(s) [0000000001]
2026-09-13 20:51:47,623 INFO  org.apache.flink.connector.base.source.reader.fetcher.SplitFetcherManager [] - Closing splitFetcher 0 because it is idle.
2026-09-13 20:51:47,624 INFO  org.apache.flink.connector.base.source.reader.fetcher.SplitFetcher [] - Shutting down split fetcher 0
2026-09-13 20:51:47,624 INFO  org.apache.flink.connector.base.source.reader.fetcher.SplitFetcher [] - Split fetcher 0 exited.
2026-09-13 20:51:47,636 INFO  org.apache.flink.connector.base.source.reader.SourceReaderBase [] - Reader received NoMoreSplits event.
+I[2019-10-01T03:15, 2019-10-01T03:20, apple, 17, 14711.96, 865.41, 12]
+I[2019-10-01T03:15, 2019-10-01T03:20, hp, 1, 571.19, 571.19, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, rooman, 1, 66.67, 66.67, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, vivo, 1, 231.64, 231.64, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, indesit, 1, 257.15, 257.15, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, triangle, 1, 44.02, 44.02, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, casio, 1, 36.29, 36.29, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, svc, 1, 71.30, 71.30, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, avatar, 1, 189.19, 189.19, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, lorelli, 1, 51.47, 51.47, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, midea, 1, 166.52, 166.52, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, pioneer, 1, 82.29, 82.29, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, skad, 1, 177.10, 177.10, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, xiaomi, 3, 847.64, 282.55, 3]
+I[2019-10-01T03:15, 2019-10-01T03:20, polaris, 1, 33.41, 33.41, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, lucente, 1, 583.28, 583.28, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, redmond, 1, 56.23, 56.23, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, artel, 2, 513.76, 256.88, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, versace, 1, 82.23, 82.23, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, nokian, 1, 75.81, 75.81, 1]
+I[2019-10-01T03:15, 2019-10-01T03:20, huawei, 2, 888.26, 444.13, 2]
+I[2019-10-01T03:15, 2019-10-01T03:20, UNKNOWN, 6, 274.35, 45.73, 5]
+I[2019-10-01T03:15, 2019-10-01T03:20, samsung, 11, 2390.02, 217.27, 11]
+I[2019-10-01T03:20, 2019-10-01T03:25, UNKNOWN, 12, 2650.10, 220.84, 11]
+I[2019-10-01T03:20, 2019-10-01T03:25, apple, 10, 5457.20, 545.72, 6]
+I[2019-10-01T03:20, 2019-10-01T03:25, midea, 1, 218.59, 218.59, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, hp, 1, 30.86, 30.86, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, panasonic, 1, 205.67, 205.67, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, ballu, 1, 15.42, 15.42, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, vitek, 1, 20.34, 20.34, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, casio, 2, 121.42, 60.71, 2]
+I[2019-10-01T03:20, 2019-10-01T03:25, artel, 2, 270.49, 135.25, 2]
+I[2019-10-01T03:20, 2019-10-01T03:25, lg, 1, 365.49, 365.49, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, brw, 1, 236.30, 236.30, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, oppo, 1, 179.36, 179.36, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, silverlit, 1, 118.97, 118.97, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, embryolisse, 1, 41.16, 41.16, 1]
2026-09-13 20:51:47,644 INFO  org.apache.flink.connector.base.source.reader.SourceReaderBase [] - Closing Source Reader.
+I[2019-10-01T03:20, 2019-10-01T03:25, rondell, 2, 129.92, 64.96, 2]
+I[2019-10-01T03:20, 2019-10-01T03:25, dauscher, 1, 36.01, 36.01, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, vivo, 2, 463.28, 231.64, 2]
+I[2019-10-01T03:20, 2019-10-01T03:25, asel, 1, 61.75, 61.75, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, karcher, 1, 326.90, 326.90, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, bosch, 1, 110.66, 110.66, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, huawei, 4, 903.75, 225.94, 4]
+I[2019-10-01T03:20, 2019-10-01T03:25, huggies, 2, 8.04, 4.02, 1]
+I[2019-10-01T03:20, 2019-10-01T03:25, xiaomi, 6, 642.97, 107.16, 6]
+I[2019-10-01T03:20, 2019-10-01T03:25, elenberg, 2, 62.75, 31.38, 2]
+I[2019-10-01T03:20, 2019-10-01T03:25, samsung, 15, 3768.19, 251.21, 15]
+I[2019-10-01T03:20, 2019-10-01T03:25, versace, 1, 77.22, 77.22, 1]
2026-09-13 20:51:47,646 INFO  org.apache.flink.runtime.taskmanager.Task                    [] - Source: ecommerce_events[1] -> Calc[2] -> WatermarkAssigner[3] -> Calc[4] -> LocalWindowAggregate[5] (1/1)#0 (177171e4d9fb736c79beca4c5f643d5e_cbc357ccb763df2852fee8c4fc7d55f2_0_0) switched from RUNNING to FINISHED.
+I[2019-10-01T03:25, 2019-10-01T03:30, samsung, 16, 4412.70, 275.79, 13]
2026-09-13 20:51:47,646 INFO  org.apache.flink.runtime.taskmanager.Task                    [] - Freeing task resources for Source: ecommerce_events[1] -> Calc[2] -> WatermarkAssigner[3] -> Calc[4] -> LocalWindowAggregate[5] (1/1)#0 (177171e4d9fb736c79beca4c5f643d5e_cbc357ccb763df2852fee8c4fc7d55f2_0_0).
+I[2019-10-01T03:25, 2019-10-01T03:30, luminarc, 1, 39.64, 39.64, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, nokia, 1, 115.55, 115.55, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, shivaki, 1, 161.37, 161.37, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, philips, 1, 16.13, 16.13, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, omron, 1, 62.52, 62.52, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, lucente, 1, 583.28, 583.28, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, vitek, 1, 43.68, 43.68, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, artel, 2, 286.65, 143.33, 2]
+I[2019-10-01T03:25, 2019-10-01T03:30, babys, 1, 43.73, 43.73, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, huawei, 2, 433.95, 216.98, 2]
+I[2019-10-01T03:25, 2019-10-01T03:30, cordiant, 1, 38.35, 38.35, 1]
2026-09-13 20:51:47,650 INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor           [] - Un-registering task and sending final execution state FINISHED to JobManager for task Source: ecommerce_events[1] -> Calc[2] -> WatermarkAssigner[3] -> Calc[4] -> LocalWindowAggregate[5] (1/1)#0 177171e4d9fb736c79beca4c5f643d5e_cbc357ccb763df2852fee8c4fc7d55f2_0_0.
+I[2019-10-01T03:25, 2019-10-01T03:30, acer, 1, 772.19, 772.19, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, ibox, 1, 146.57, 146.57, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, UNKNOWN, 3, 332.49, 110.83, 2]
+I[2019-10-01T03:25, 2019-10-01T03:30, jinga, 1, 8.44, 8.44, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, hubert, 1, 486.15, 486.15, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, beko, 1, 257.04, 257.04, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, triangle, 2, 81.86, 40.93, 2]
+I[2019-10-01T03:25, 2019-10-01T03:30, rooman, 2, 102.44, 51.22, 2]
+I[2019-10-01T03:25, 2019-10-01T03:30, adidas, 1, 11.88, 11.88, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, tarkett, 1, 5.79, 5.79, 1]
+I[2019-10-01T03:25, 2019-10-01T03:30, apple, 9, 10358.24, 1150.92, 9]
+I[2019-10-01T03:25, 2019-10-01T03:30, xiaomi, 6, 560.67, 93.45, 5]
+I[2019-10-01T03:25, 2019-10-01T03:30, nintendo, 1, 470.26, 470.26, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, apple, 10, 7376.08, 737.61, 10]
+I[2019-10-01T03:30, 2019-10-01T03:35, omron, 1, 62.52, 62.52, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, cordiant, 1, 39.38, 39.38, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, candy, 1, 360.34, 360.34, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, oppo, 1, 179.36, 179.36, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, moldabela, 1, 79.28, 79.28, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, acer, 1, 360.11, 360.11, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, irbis, 1, 100.39, 100.39, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, pocketbook, 1, 153.86, 153.86, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, viatti, 1, 89.58, 89.58, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, artel, 1, 256.88, 256.88, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, lucente, 2, 436.04, 218.02, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, lg, 1, 380.85, 380.85, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, boyscout, 1, 5.64, 5.64, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, doogee, 1, 154.42, 154.42, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, epson, 1, 116.73, 116.73, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, babytime, 1, 58.61, 58.61, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, huawei, 3, 800.33, 266.78, 3]
+I[2019-10-01T03:30, 2019-10-01T03:35, michelin, 1, 65.00, 65.00, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, alteco, 1, 27.03, 27.03, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, elenberg, 1, 25.71, 25.71, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, forlux, 1, 92.67, 92.67, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, lenovo, 1, 662.95, 662.95, 1]
+I[2019-10-01T03:30, 2019-10-01T03:35, samsung, 10, 3055.86, 305.59, 9]
+I[2019-10-01T03:30, 2019-10-01T03:35, xiaomi, 7, 1337.74, 191.11, 6]
+I[2019-10-01T03:30, 2019-10-01T03:35, UNKNOWN, 6, 527.95, 87.99, 5]
2026-09-13 20:51:47,659 INFO  org.apache.flink.runtime.taskmanager.Task                    [] - GlobalWindowAggregate[7] -> Calc[8] -> Sink: brand_window_sales[9] (1/1)#0 (177171e4d9fb736c79beca4c5f643d5e_337adade1e207453ed3502e01d75fd03_0_0) switched from RUNNING to FINISHED.
2026-09-13 20:51:47,660 INFO  org.apache.flink.runtime.taskmanager.Task                    [] - Freeing task resources for GlobalWindowAggregate[7] -> Calc[8] -> Sink: brand_window_sales[9] (1/1)#0 (177171e4d9fb736c79beca4c5f643d5e_337adade1e207453ed3502e01d75fd03_0_0).
2026-09-13 20:51:47,661 INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor           [] - Un-registering task and sending final execution state FINISHED to JobManager for task GlobalWindowAggregate[7] -> Calc[8] -> Sink: brand_window_sales[9] (1/1)#0 177171e4d9fb736c79beca4c5f643d5e_337adade1e207453ed3502e01d75fd03_0_0.
2026-09-13 20:51:47,821 INFO  org.apache.flink.runtime.taskexecutor.slot.TaskSlotTableImpl [] - Free slot TaskSlot(index:3, state:ACTIVE, resource profile: ResourceProfile{cpuCores=1, taskHeapMemory=192.000mb (201326587 bytes), taskOffHeapMemory=0 bytes, managedMemory=256.000mb (268435460 bytes), networkMemory=64.000mb (67108865 bytes)}, allocationId: de80beedb9a6bbd1c10255bc0aeec045, jobId: fb2dd5f07e02fa0e70e4b5a56e3e4e65).
2026-09-13 20:51:47,824 INFO  org.apache.flink.runtime.taskexecutor.DefaultJobLeaderService [] - Remove job fb2dd5f07e02fa0e70e4b5a56e3e4e65 from job leader monitoring.
2026-09-13 20:51:47,825 INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor           [] - Close JobManager connection for job fb2dd5f07e02fa0e70e4b5a56e3e4e65.
